2	0
2	-0.003125
2	-0.00616211
1.99999	-0.00911379
1.99997	-0.0119825
1.99995	-0.0147704
1.99993	-0.0174799
1.9999	-0.0201133
1.99987	-0.0226725
1.99984	-0.0251597
1.9998	-0.027577
1.99975	-0.0299263
1.99971	-0.0322095
1.99966	-0.0344285
1.9996	-0.0365851
1.99954	-0.0386811
1.99948	-0.0407181
1.99942	-0.0426979
1.99935	-0.0446221
1.99928	-0.0464921
1.99921	-0.0483097
1.99914	-0.0500762
1.99898	-0.0535099
1.99881	-0.0567509
1.99864	-0.05981
1.99845	-0.0626975
1.99825	-0.0654233
1.99805	-0.0679963
1.99784	-0.0704254
1.99762	-0.0727186
1.99739	-0.0748837
1.99715	-0.076928
1.99691	-0.0788583
1.99667	-0.0806811
1.99642	-0.0824026
1.99616	-0.0840283
1.99589	-0.0855639
1.99563	-0.0870145
1.99536	-0.0883847
1.99508	-0.0896793
1.9948	-0.0909025
1.99452	-0.0920584
1.99423	-0.0931508
1.99394	-0.0941833
1.99364	-0.0951593
1.99334	-0.0960821
1.99304	-0.0969545
1.99244	-0.0986046
1.99182	-0.100076
1.9912	-0.101389
1.99056	-0.102561
1.98992	-0.103609
1.98927	-0.104546
1.98862	-0.105385
1.98796	-0.106138
1.9873	-0.106813
1.98663	-0.10742
1.98596	-0.107966
1.98529	-0.108459
1.98393	-0.109349
1.98256	-0.11007
1.98119	-0.110659
1.9798	-0.111147
1.97841	-0.111557
1.97702	-0.111905
1.97422	-0.112507
1.97141	-0.112964
1.96859	-0.113339
1.96292	-0.114002
1.95722	-0.114572
1.94576	-0.115702
1.93419	-0.116871
1.9225	-0.118077
1.9107	-0.119324
1.89876	-0.120614
1.8867	-0.121949
1.87451	-0.123332
1.86217	-0.124765
1.8497	-0.126253
1.83707	-0.127799
1.82429	-0.129405
1.81135	-0.131078
1.79824	-0.13282
1.78496	-0.134638
1.7715	-0.136536
1.75784	-0.138521
1.75092	-0.13956
1.74394	-0.140618
1.73691	-0.141701
1.72982	-0.142809
1.72268	-0.143945
1.71549	-0.14511
1.70823	-0.146304
1.70092	-0.14753
1.69354	-0.148788
1.6861	-0.150081
1.6786	-0.151409
1.67103	-0.152775
1.66339	-0.154179
1.65568	-0.155625
1.6479	-0.157113
1.64004	-0.158647
1.63211	-0.160227
1.6241	-0.161858
1.616	-0.163541
1.60783	-0.165279
1.59956	-0.167075
1.59121	-0.168932
1.58276	-0.170854
1.57422	-0.172844
1.56558	-0.174907
1.55683	-0.177047
1.54798	-0.179269
1.53902	-0.181577
1.52994	-0.183977
1.52074	-0.186476
1.51142	-0.18908
1.50196	-0.191796
1.49237	-0.194631
1.48264	-0.197596
1.47276	-0.200699
1.46273	-0.20395
1.45253	-0.207362
1.44216	-0.210947
1.43689	-0.212833
1.43157	-0.214767
1.4262	-0.21675
1.42078	-0.218786
1.41531	-0.220877
1.40979	-0.223025
1.40421	-0.225234
1.39858	-0.227507
1.39289	-0.229846
1.38715	-0.232255
1.38134	-0.234737
1.37547	-0.237296
1.36954	-0.239935
1.36354	-0.242659
1.35747	-0.245472
1.35134	-0.248379
1.34513	-0.251384
1.33884	-0.254493
1.33248	-0.257711
1.32604	-0.261045
1.31951	-0.2645
1.3129	-0.268084
1.3062	-0.271805
1.2994	-0.275669
1.29251	-0.279687
1.28552	-0.283867
1.27842	-0.288219
1.27122	-0.292754
1.26756	-0.295119
1.26387	-0.297535
1.26015	-0.300003
1.2564	-0.302526
1.25262	-0.305104
1.2488	-0.30774
1.24496	-0.310437
1.24108	-0.313195
1.23716	-0.316018
1.23321	-0.318907
1.22922	-0.321865
1.2252	-0.324895
1.22114	-0.328
1.21704	-0.331181
1.2129	-0.334442
1.20872	-0.337786
1.2045	-0.341216
1.20023	-0.344735
1.19592	-0.348347
1.19157	-0.352056
1.18717	-0.355865
1.18272	-0.359779
1.17822	-0.363801
1.17367	-0.367937
1.16908	-0.37219
1.16442	-0.376567
1.15972	-0.381071
1.15495	-0.385709
1.15013	-0.390486
1.14525	-0.395409
1.14031	-0.400484
1.1353	-0.405718
1.13023	-0.411118
1.12509	-0.416692
1.11988	-0.422448
1.1146	-0.428395
1.11192	-0.431468
1.10923	-0.434593
1.10651	-0.437771
1.10378	-0.441003
1.10102	-0.444291
1.09824	-0.447636
1.09544	-0.45104
1.09263	-0.454504
1.08978	-0.458029
1.08692	-0.461618
1.08404	-0.465271
1.08113	-0.46899
1.0782	-0.472778
1.07524	-0.476635
1.07226	-0.480565
1.06926	-0.484568
1.06623	-0.488646
1.06318	-0.492803
1.0601	-0.497039
1.05699	-0.501357
1.05386	-0.505759
1.0507	-0.510247
1.04751	-0.514825
1.04429	-0.519494
1.04104	-0.524257
1.03777	-0.529117
1.03446	-0.534076
1.03112	-0.539137
1.02775	-0.544303
1.02435	-0.549578
1.02092	-0.554964
1.01745	-0.560466
1.01394	-0.566085
1.01041	-0.571826
1.00683	-0.577692
1.00322	-0.583688
0.999573	-0.589817
0.995887	-0.596083
0.992162	-0.602491
0.988396	-0.609045
0.984589	-0.615749
0.980741	-0.622609
0.97685	-0.629629
0.972915	-0.636815
0.968934	-0.644172
0.964908	-0.651705
0.960835	-0.659421
0.956714	-0.667325
0.954628	-0.671375
0.95253	-0.675474
0.95042	-0.679625
0.948296	-0.683827
0.946159	-0.688082
0.944009	-0.692391
0.941845	-0.696754
0.939667	-0.701173
0.937476	-0.705648
0.935271	-0.71018
0.933052	-0.714771
0.930818	-0.719421
0.92857	-0.724132
0.926307	-0.728904
0.924029	-0.733739
